sqft,bedrooms,bathrooms,location,price
2033,3,4,Lahore,23930000
2128,6,5,Karachi,22310000
1595,3,3,Lahore,18990000
1912,6,4,Rawalpindi,20790000
1063,3,3,Peshawar,10180000
2981,5,4,Karachi,30160000
2472,5,4,Lahore,31080000
2344,5,4,Rawalpindi,24130000
2825,6,4,Islamabad,39530000
1646,3,3,Faisalabad,13390000
2929,5,3,Islamabad,37190000
1133,3,3,Karachi,14250000
1244,2,3,Lahore,15270000
2271,3,3,Karachi,23800000
1903,5,3,Lahore,24020000
957,2,3,Islamabad,12860000
979,2,2,Lahore,11490000
1195,3,3,Rawalpindi,10830000
818,2,2,Lahore,10730000
2141,4,2,Faisalabad,15880000
2786,5,4,Islamabad,40740000
3000,5,3,Karachi,35590000
1497,4,4,Lahore,20740000
1984,4,3,Islamabad,29610000
670,1,2,Gujranwala,4690000
7346,6,6,Islamabad,102290000
1919,5,4,Faisalabad,17610000
1602,5,3,Karachi,18560000
8198,5,6,Islamabad,114390000
2205,4,4,Rawalpindi,21060000
1328,3,4,Islamabad,18540000
1247,2,3,Rawalpindi,11700000
3343,5,5,Rawalpindi,29040000
1933,4,3,Lahore,21070000
500,1,2,Lahore,6700000
8770,6,7,Islamabad,122940000
2423,4,3,Karachi,26550000
1623,4,3,Islamabad,22640000
1060,2,2,Faisalabad,8000000
2031,5,3,Faisalabad,16240000
1512,4,3,Islamabad,21150000
730,3,2,Karachi,9580000
1558,3,3,Lahore,18910000
1043,3,3,Karachi,14190000
1406,2,4,Islamabad,20150000
1522,3,3,Lahore,16390000
1213,3,3,Rawalpindi,12260000
1723,5,2,Rawalpindi,16610000
1814,5,4,Islamabad,26230000
1648,4,4,Rawalpindi,17300000
3980,5,5,Gujranwala,24080000
1696,3,4,Lahore,21250000
883,2,1,Islamabad,12880000
2828,5,3,Lahore,33050000
4578,6,4,Karachi,45590000
1470,2,3,Peshawar,12630000
2169,4,3,Rawalpindi,19480000
4569,6,4,Islamabad,56420000
1455,4,4,Karachi,19310000
1854,5,5,Rawalpindi,19750000
1068,2,3,Lahore,11500000
2288,5,4,Karachi,23840000
668,1,1,Karachi,7020000
5613,6,5,Islamabad,77250000
8112,6,5,Multan,52600000
2623,5,3,Rawalpindi,24820000
1118,2,2,Lahore,13210000
684,2,1,Lahore,8330000
1780,4,4,Islamabad,25130000
1191,1,3,Peshawar,9930000
4828,5,5,Multan,33310000
1575,5,2,Faisalabad,11830000
6956,6,6,Rawalpindi,64350000
1733,4,3,Lahore,19260000
2104,3,4,Lahore,25150000
1857,4,3,Karachi,20030000
2946,5,4,Karachi,35840000
1651,4,3,Gujranwala,11140000
3121,4,4,Islamabad,44730000
4031,5,5,Multan,26430000
6939,7,5,Rawalpindi,60620000
1895,4,3,Gujranwala,12450000
2331,5,4,Gujranwala,16580000
4186,4,5,Karachi,43350000
1316,3,3,Rawalpindi,11720000
1795,3,2,Faisalabad,11450000
4365,6,4,Faisalabad,30870000
7475,5,5,Rawalpindi,66460000
5328,5,5,Multan,36090000
2088,5,4,Faisalabad,17250000
2869,4,4,Lahore,33660000
4669,5,5,Lahore,51620000
3869,6,6,Gujranwala,24140000
1634,4,3,Islamabad,22950000
1676,5,3,Karachi,20410000
850,4,3,Multan,7520000
2355,5,5,Multan,17950000
1054,2,2,Lahore,13170000
718,3,3,Karachi,10280000
654,3,4,Rawalpindi,8620000
2744,5,4,Karachi,31460000
2777,5,5,Lahore,31720000
680,2,1,Karachi,7940000
1000,2,1,Karachi,10850000
2824,5,5,Lahore,36520000
4952,5,5,Peshawar,33370000
1271,3,4,Karachi,14450000
2332,4,3,Karachi,26300000
7766,7,6,Karachi,83230000
4004,5,4,Faisalabad,30500000
2148,4,4,Faisalabad,18160000
4960,5,5,Peshawar,39270000
3826,4,5,Karachi,45840000
1397,2,4,Karachi,14570000
1769,4,4,Karachi,19620000
1014,4,4,Peshawar,10770000
2975,5,5,Karachi,35340000
2031,4,2,Karachi,23570000
500,3,2,Lahore,7670000
1457,3,3,Peshawar,13060000
2137,5,4,Karachi,25090000
6975,6,5,Rawalpindi,63810000
917,3,4,Islamabad,13540000
1334,4,2,Gujranwala,9420000
8099,6,6,Lahore,90110000
1379,2,3,Islamabad,17570000
1984,4,4,Karachi,21070000
2116,4,2,Karachi,23910000
665,1,3,Rawalpindi,7350000
1369,4,3,Rawalpindi,13210000
1123,2,1,Gujranwala,7160000
2172,4,3,Karachi,25340000
1377,3,2,Lahore,15520000
2008,4,3,Karachi,20920000
2959,5,4,Karachi,34440000
1470,3,3,Peshawar,10990000
3162,5,5,Karachi,36270000
2602,5,4,Karachi,28720000
2728,5,3,Lahore,28010000
2302,4,4,Rawalpindi,20850000
1950,4,3,Karachi,22280000
2038,3,3,Karachi,21630000
1909,4,3,Karachi,23610000
1835,4,2,Karachi,21510000
1131,2,2,Rawalpindi,10290000
1534,2,4,Peshawar,13740000
8407,6,6,Lahore,105240000
2439,4,2,Karachi,25490000
2335,5,4,Peshawar,20040000
1490,3,2,Lahore,18690000
1065,3,3,Multan,8950000
3039,5,4,Islamabad,39640000
1596,3,3,Gujranwala,11380000
2538,5,3,Lahore,34070000
4669,5,6,Peshawar,37250000
2206,3,3,Lahore,26580000
2682,4,4,Peshawar,18910000
1240,2,4,Lahore,14730000
1915,4,2,Karachi,22000000
7297,5,5,Lahore,84060000
1254,2,3,Gujranwala,8630000
2115,4,3,Lahore,24780000
778,1,2,Multan,5460000
1129,3,3,Lahore,14330000
1319,2,2,Gujranwala,8130000
1311,2,1,Rawalpindi,10680000
1188,3,3,Gujranwala,9380000
1013,2,1,Lahore,11420000
4019,6,5,Karachi,45980000
1933,4,3,Karachi,19570000
4018,6,4,Karachi,41840000
3497,4,5,Rawalpindi,31050000
1381,3,4,Islamabad,18730000
1888,4,3,Peshawar,16290000
2811,5,5,Lahore,31040000
1537,4,4,Multan,13370000
4410,5,5,Multan,30300000
9282,6,6,Karachi,101000000
1626,4,3,Faisalabad,13050000
1112,3,4,Multan,9100000
1643,4,3,Rawalpindi,15780000
4899,6,6,Rawalpindi,45640000
1141,1,1,Karachi,11530000
1794,4,4,Islamabad,25220000
1551,3,3,Lahore,20750000
2487,5,4,Lahore,29000000
942,2,2,Islamabad,13430000
1884,3,3,Islamabad,24940000
1327,3,3,Karachi,15050000
1765,4,2,Rawalpindi,14250000
1026,4,3,Islamabad,14180000
4487,5,5,Rawalpindi,43470000
2296,4,3,Karachi,25330000
891,2,3,Lahore,11030000
1662,2,3,Lahore,19420000
2727,6,6,Islamabad,37430000
1507,2,2,Rawalpindi,13640000
2468,5,4,Islamabad,34690000
564,2,2,Rawalpindi,6400000
933,1,3,Rawalpindi,8750000
2326,6,4,Rawalpindi,21070000
1978,4,4,Islamabad,26880000
1113,2,3,Peshawar,9140000
935,3,2,Peshawar,8100000
1037,3,3,Lahore,12390000
1464,3,4,Multan,10970000
1297,2,2,Islamabad,18040000
1657,4,3,Islamabad,25710000
1274,3,4,Lahore,16110000
786,2,2,Lahore,9260000
1274,3,3,Karachi,14250000
1639,3,3,Islamabad,22980000
1666,3,4,Islamabad,22560000
1683,2,3,Lahore,18460000
693,1,2,Karachi,7440000
1340,3,3,Lahore,17320000
1280,2,2,Multan,8250000
3977,6,5,Gujranwala,24630000
2324,6,3,Lahore,26670000
1122,3,3,Islamabad,16380000
1220,3,3,Faisalabad,10620000
2484,5,4,Islamabad,33130000
1356,3,2,Lahore,15850000
1531,4,2,Islamabad,22280000
819,3,4,Gujranwala,7240000
6762,5,7,Peshawar,59190000
3175,6,3,Karachi,30540000
1301,3,3,Lahore,15530000
8043,6,6,Islamabad,120190000
1585,3,3,Karachi,17270000
1986,4,3,Islamabad,23850000
2784,4,4,Lahore,33520000
3064,4,5,Islamabad,42170000
1002,2,2,Multan,7270000
2116,3,2,Karachi,22890000
2950,4,5,Lahore,33920000
2273,3,2,Karachi,23330000
4566,5,4,Lahore,57500000
2539,6,5,Faisalabad,23450000
1663,3,3,Rawalpindi,17010000
1418,4,3,Lahore,17220000
1437,3,4,Islamabad,20900000
5544,6,6,Islamabad,70930000
1077,2,3,Faisalabad,8680000
2160,5,3,Islamabad,30070000
2251,5,3,Karachi,25310000
2248,4,2,Peshawar,17350000
4520,5,5,Lahore,51170000
3089,5,4,Peshawar,25400000
2571,5,5,Karachi,30650000
1497,3,4,Karachi,18300000
4221,5,5,Karachi,45790000
8188,6,6,Rawalpindi,73670000
3657,5,4,Faisalabad,27160000
9365,6,6,Faisalabad,66630000
4080,6,5,Karachi,45160000
916,3,2,Faisalabad,7750000
1845,4,3,Islamabad,26800000
5404,5,5,Islamabad,74400000
3549,4,5,Rawalpindi,34040000
2078,5,3,Lahore,25490000
1147,4,3,Lahore,14730000
1781,2,4,Islamabad,27390000
878,1,1,Lahore,9280000
1799,4,2,Lahore,20320000
855,2,1,Karachi,9160000
4994,6,6,Karachi,57330000
1564,4,4,Peshawar,13530000
1593,5,4,Karachi,19320000
2851,5,4,Lahore,33230000
1323,3,3,Peshawar,11010000
2047,4,2,Rawalpindi,18610000
1624,3,3,Lahore,18500000
2473,6,4,Faisalabad,22200000
1479,2,2,Lahore,17040000
4026,5,5,Multan,24850000
727,1,2,Faisalabad,5600000
5370,5,4,Islamabad,66480000
2125,4,3,Karachi,24840000
1868,4,3,Multan,13320000
2380,4,4,Karachi,25740000
1223,2,3,Rawalpindi,11510000
2824,4,4,Lahore,33330000
2449,4,4,Peshawar,20580000
1437,3,2,Peshawar,11260000
924,2,2,Islamabad,13650000
1940,3,2,Lahore,20920000
764,3,1,Islamabad,12310000
1169,3,3,Islamabad,17720000
5368,5,5,Islamabad,72750000
1815,4,3,Islamabad,23290000
2554,4,4,Rawalpindi,21780000
1347,4,3,Gujranwala,9610000
7331,7,6,Islamabad,101030000
2041,3,4,Lahore,25490000
2265,4,5,Islamabad,32310000
2432,4,3,Lahore,28310000
3615,6,5,Lahore,42470000
6642,6,6,Islamabad,92650000
1145,3,2,Peshawar,9140000
2722,5,4,Islamabad,40530000
6789,6,6,Lahore,82410000
2075,4,4,Rawalpindi,20190000
2935,5,5,Peshawar,23530000
1903,3,2,Islamabad,23300000
1662,4,2,Islamabad,22310000
1597,3,3,Gujranwala,10550000
4691,5,5,Rawalpindi,44080000
1370,3,3,Islamabad,19710000
1029,1,3,Karachi,12150000
1973,4,3,Lahore,22170000
915,3,2,Faisalabad,8580000
1086,2,3,Islamabad,13740000
8066,6,7,Gujranwala,48410000
1179,2,2,Karachi,13710000
1121,4,3,Karachi,13760000
3248,5,4,Islamabad,39490000
1179,3,3,Karachi,14410000
1411,3,2,Islamabad,17760000
1530,3,3,Faisalabad,11240000
2326,5,5,Islamabad,33300000
582,2,3,Karachi,7540000
1400,3,3,Karachi,16990000
1999,4,3,Rawalpindi,18930000
1296,4,2,Islamabad,19950000
2199,5,2,Karachi,24610000
642,2,2,Islamabad,10290000
3451,4,4,Rawalpindi,34170000
1768,4,3,Karachi,21630000
1307,3,4,Lahore,15980000
4100,5,5,Lahore,45980000
864,3,3,Islamabad,12660000
5117,5,6,Islamabad,65010000
2273,4,3,Karachi,23430000
500,2,3,Faisalabad,6050000
2035,4,3,Islamabad,27980000
1566,3,3,Islamabad,22460000
1464,2,3,Islamabad,18860000
1778,4,3,Rawalpindi,15890000
2442,5,4,Islamabad,34830000
1243,3,3,Peshawar,10460000
3857,5,5,Peshawar,32050000
2229,5,2,Islamabad,27530000
1444,4,3,Multan,12330000
3729,5,5,Karachi,39830000
1836,5,3,Karachi,21090000
1579,3,3,Multan,12080000
2012,5,4,Rawalpindi,19900000
1350,3,3,Karachi,16880000
2233,6,4,Islamabad,30060000
2044,4,4,Peshawar,17710000
4918,4,5,Islamabad,55720000
8662,6,6,Rawalpindi,75790000
5110,4,5,Gujranwala,32020000
711,2,2,Rawalpindi,7360000
2786,5,4,Karachi,34970000
1578,3,4,Faisalabad,12150000
2670,5,5,Lahore,31270000
2063,5,4,Gujranwala,15540000
2580,5,5,Islamabad,35870000
2727,6,5,Multan,18460000
5101,5,5,Rawalpindi,44540000
842,3,4,Multan,7900000
4808,4,5,Islamabad,61200000
707,2,2,Lahore,9370000
1341,5,3,Karachi,15920000
1566,3,3,Rawalpindi,14960000
2230,4,3,Peshawar,16940000
2166,4,4,Faisalabad,16850000
1890,4,3,Multan,13840000
7700,6,7,Peshawar,56270000
8783,6,6,Faisalabad,63830000
2894,5,3,Lahore,33920000
733,2,1,Karachi,8180000
1590,3,3,Gujranwala,10730000
2850,6,4,Rawalpindi,27870000
5037,4,5,Lahore,57860000
1401,3,4,Gujranwala,10930000
1855,4,3,Peshawar,14340000
6809,6,6,Islamabad,82350000
699,2,2,Islamabad,10480000
1222,4,4,Islamabad,18600000
6998,5,6,Islamabad,92990000
1487,3,3,Rawalpindi,14610000
778,2,2,Gujranwala,5120000
2198,3,3,Lahore,28060000
1888,3,3,Lahore,23110000
2056,5,4,Faisalabad,16930000
1874,4,4,Gujranwala,14790000
6751,6,5,Karachi,73620000
1349,2,3,Lahore,17580000
5620,5,5,Lahore,64700000
4466,5,4,Peshawar,33070000
4672,4,5,Lahore,53320000
1993,4,4,Karachi,23770000
3142,5,3,Karachi,33680000
1061,2,2,Rawalpindi,9570000
1403,4,3,Karachi,16740000
5310,5,4,Lahore,64060000
2598,5,4,Faisalabad,19100000
673,2,1,Faisalabad,5440000
1675,4,4,Multan,12270000
1277,3,3,Lahore,17220000
1013,2,1,Islamabad,14140000
1112,2,4,Islamabad,15700000
5286,5,5,Karachi,53550000
868,3,2,Islamabad,13220000
1499,4,2,Lahore,20020000
1370,3,2,Rawalpindi,11610000
936,2,2,Lahore,10730000
4616,5,4,Gujranwala,28230000
5124,6,5,Islamabad,70640000
1120,2,3,Islamabad,15340000
2473,5,2,Lahore,27170000
5451,5,6,Islamabad,73430000
2099,3,3,Multan,14920000
961,3,3,Islamabad,14660000
1390,4,3,Islamabad,21110000
857,2,2,Lahore,10590000
1221,3,2,Karachi,12180000
2857,6,4,Karachi,34810000
1530,3,3,Gujranwala,9700000
2080,3,2,Lahore,26200000
5590,4,5,Lahore,64560000
1126,2,2,Gujranwala,7210000
1590,5,3,Rawalpindi,15960000
1472,3,3,Islamabad,20630000
1193,3,3,Islamabad,17000000
1436,2,3,Faisalabad,11810000
5776,6,7,Rawalpindi,52600000
1043,2,3,Islamabad,14770000
1151,3,3,Faisalabad,9550000
6210,6,5,Karachi,71000000
1095,3,4,Faisalabad,10140000
6660,6,6,Peshawar,49840000
2270,5,4,Islamabad,30610000
1559,5,4,Peshawar,14510000
1290,3,3,Rawalpindi,12940000
875,3,2,Faisalabad,7930000
1782,5,2,Lahore,20330000
793,3,3,Islamabad,12040000
3198,5,5,Islamabad,45360000
1095,4,3,Islamabad,14210000
1476,3,3,Islamabad,20250000
2203,6,4,Rawalpindi,22340000
7992,7,5,Peshawar,63260000
2180,4,3,Karachi,23580000
1451,3,2,Gujranwala,10630000
1953,4,3,Multan,15080000
8042,6,5,Lahore,93710000
4517,4,5,Lahore,50770000
5013,5,6,Islamabad,68220000
1734,5,3,Karachi,23750000
2934,4,4,Faisalabad,20330000
7325,7,7,Rawalpindi,62680000
4135,4,6,Peshawar,31620000
2261,6,3,Peshawar,17390000
1663,3,3,Peshawar,12820000
2199,4,2,Peshawar,16250000
2022,4,3,Multan,11850000
2833,6,4,Multan,19280000
2217,5,4,Peshawar,17100000
2428,4,4,Karachi,28600000
1202,3,3,Karachi,14340000
1490,2,3,Karachi,16190000
971,3,3,Multan,7900000
1713,4,3,Lahore,18380000
977,2,2,Karachi,11350000
1261,4,3,Islamabad,16670000
1738,3,3,Islamabad,21500000
1269,3,3,Karachi,14700000
1763,5,3,Rawalpindi,17890000
1262,3,2,Lahore,14340000
994,2,1,Islamabad,12830000
6730,7,5,Rawalpindi,56120000
1217,3,2,Karachi,14760000
5587,4,5,Multan,33910000
1402,4,3,Rawalpindi,13970000
1649,4,2,Karachi,19930000
1993,4,3,Lahore,24610000
2100,6,4,Peshawar,19410000
1570,2,3,Peshawar,12150000
2351,6,4,Karachi,26310000
1026,4,3,Islamabad,17250000
820,3,2,Karachi,10810000
689,2,1,Rawalpindi,7040000
1540,3,3,Islamabad,20720000
2026,5,3,Islamabad,28080000
1167,3,2,Peshawar,9980000
1930,3,3,Rawalpindi,19020000
5423,5,4,Faisalabad,39570000
791,3,2,Islamabad,10350000
3455,6,4,Peshawar,28330000
1572,2,2,Multan,11390000
1181,3,3,Islamabad,17360000
2775,5,5,Peshawar,25030000
1497,3,3,Islamabad,19370000
853,2,2,Lahore,11020000
569,2,3,Islamabad,8790000
1979,3,4,Karachi,22350000
817,2,1,Karachi,8120000
3161,6,4,Karachi,35230000
1182,2,1,Gujranwala,7900000
4732,5,5,Islamabad,66400000
1449,2,4,Lahore,19380000
1533,2,3,Faisalabad,11680000
1262,2,2,Karachi,14740000
1137,3,3,Islamabad,16940000
1794,4,3,Lahore,24130000
1169,2,3,Gujranwala,7030000
823,2,1,Lahore,9710000
2017,5,4,Islamabad,28980000
3006,5,4,Lahore,37790000
1358,3,3,Karachi,13400000
911,3,3,Rawalpindi,8940000
2840,6,4,Multan,21200000
1386,4,3,Gujranwala,9960000
1496,4,4,Lahore,20220000
1086,3,2,Multan,7560000
1404,3,3,Peshawar,13210000
1969,4,2,Lahore,21900000
1677,5,3,Karachi,19760000
1684,4,4,Islamabad,23850000
1263,4,2,Peshawar,11670000
2140,4,2,Karachi,22370000
1808,4,3,Rawalpindi,17520000
5185,5,5,Peshawar,38390000
2503,4,3,Multan,16670000
2501,5,5,Multan,19360000
752,2,4,Lahore,10500000
2051,4,2,Gujranwala,13550000
569,1,2,Islamabad,7770000
2806,5,5,Lahore,33890000
2997,5,4,Peshawar,20940000
671,2,1,Rawalpindi,5680000
1176,4,3,Islamabad,17300000
1530,4,3,Peshawar,15150000
4127,4,5,Karachi,45560000
1826,4,2,Lahore,22200000
822,2,2,Islamabad,10990000
2340,5,4,Faisalabad,18680000
2264,6,5,Islamabad,31200000
1757,2,3,Lahore,20780000
1586,3,3,Gujranwala,10260000
1575,3,2,Peshawar,13000000
2311,4,2,Islamabad,26190000
2087,4,3,Karachi,23390000
7933,6,6,Islamabad,110120000
1514,2,2,Karachi,16530000
1730,3,4,Peshawar,15270000
4806,4,4,Karachi,52530000
1339,4,3,Islamabad,20400000
5333,5,6,Lahore,60570000
2713,6,5,Karachi,29850000
1045,3,2,Islamabad,14560000
2413,5,2,Lahore,27940000
1248,2,3,Rawalpindi,11550000
3638,5,5,Lahore,44010000
1793,4,3,Lahore,22400000
787,2,2,Lahore,9940000
2129,6,3,Islamabad,30710000
2310,4,5,Lahore,29570000
1581,2,3,Lahore,18350000
1227,4,3,Karachi,14680000
2147,5,3,Karachi,25580000
2424,4,2,Lahore,25130000
2707,4,4,Karachi,32490000
1377,3,3,Peshawar,13070000
1699,4,3,Islamabad,29930000
1634,3,3,Peshawar,14890000
1082,3,2,Gujranwala,7360000
2493,6,5,Multan,21360000
3502,5,4,Karachi,41890000
1411,4,3,Islamabad,20230000
1250,3,3,Rawalpindi,12310000
747,1,1,Lahore,8860000
1182,4,2,Lahore,15860000
3164,6,3,Karachi,38660000
4885,5,4,Karachi,48710000
1651,4,4,Karachi,18340000
2167,5,5,Rawalpindi,20090000
2332,6,3,Karachi,26370000
1410,4,4,Lahore,18670000
1213,3,2,Karachi,13370000
2314,4,4,Islamabad,33780000
819,2,1,Karachi,8840000
1526,3,2,Faisalabad,12370000
704,3,2,Lahore,8820000
1497,3,4,Peshawar,12630000
1424,3,3,Rawalpindi,13490000
2516,5,4,Faisalabad,20680000
2153,5,3,Multan,16200000
1261,4,3,Faisalabad,11730000
1987,5,4,Karachi,27230000
3475,5,5,Karachi,41260000
2442,5,4,Lahore,30910000
904,2,1,Faisalabad,6790000
4325,5,6,Lahore,52010000
3071,5,3,Peshawar,24070000
1754,4,2,Rawalpindi,16840000
2223,5,5,Rawalpindi,20800000
1535,2,4,Lahore,19380000
2147,4,3,Rawalpindi,19220000
3389,5,4,Islamabad,49510000
1219,3,2,Peshawar,10940000
6797,7,6,Karachi,75030000
858,2,2,Lahore,10930000
2285,4,3,Lahore,26460000
1454,4,3,Gujranwala,10340000
1309,3,3,Islamabad,17320000
2227,4,4,Karachi,25550000
1124,3,2,Karachi,11980000
2100,3,3,Multan,13900000
1457,3,3,Islamabad,21420000
2040,6,4,Gujranwala,13540000
1543,3,3,Rawalpindi,13580000
1279,3,4,Rawalpindi,13380000
1919,4,2,Karachi,22260000
814,2,3,Islamabad,12500000
2154,3,2,Rawalpindi,17990000
1597,3,3,Islamabad,20220000
1014,3,3,Islamabad,14850000
3294,4,4,Rawalpindi,31420000
1089,3,2,Lahore,13450000
948,2,1,Gujranwala,6050000
1118,2,2,Lahore,12930000
1346,4,3,Lahore,18180000
2449,6,3,Lahore,30790000
1794,4,3,Islamabad,24630000
1892,4,3,Karachi,20500000
1194,2,3,Rawalpindi,10680000
1462,4,4,Gujranwala,12330000
2192,3,3,Gujranwala,13240000
848,2,2,Faisalabad,7290000
1817,2,3,Lahore,19680000
2498,6,3,Islamabad,34820000
2398,4,4,Karachi,31290000
3385,4,3,Lahore,36400000
1136,2,2,Islamabad,15470000
1007,3,2,Rawalpindi,9290000
1943,4,3,Islamabad,27490000
2511,5,3,Karachi,29100000
3775,6,5,Karachi,38470000
5705,4,4,Karachi,60590000
1765,5,3,Lahore,22970000
2904,5,4,Lahore,36400000
1615,4,4,Multan,12410000
2208,4,3,Karachi,24530000
963,3,2,Lahore,12830000
1343,4,2,Islamabad,19090000
1471,2,3,Lahore,16760000
3328,5,3,Islamabad,47630000
2703,5,3,Peshawar,20070000
1693,5,4,Peshawar,14370000
1465,3,3,Faisalabad,12700000
1317,3,2,Karachi,15060000
716,2,2,Lahore,8260000
1300,5,3,Lahore,17190000
3930,5,5,Lahore,49900000
1796,4,4,Gujranwala,13450000
7219,6,7,Peshawar,61100000
1534,2,3,Karachi,14100000
1322,4,3,Islamabad,20650000
1158,4,3,Gujranwala,9620000
1129,4,3,Gujranwala,8290000
684,3,2,Karachi,8540000
6541,6,6,Peshawar,48790000
2204,4,2,Multan,14160000
4673,5,4,Karachi,54020000
2213,6,5,Karachi,25520000
670,3,3,Rawalpindi,8000000
1991,5,2,Lahore,23960000
2408,5,4,Islamabad,34040000
3573,5,5,Lahore,44320000
1583,3,4,Multan,13030000
1032,4,3,Islamabad,15750000
3560,4,4,Karachi,34440000
1957,5,3,Islamabad,26940000
856,2,2,Multan,6950000
1384,4,3,Gujranwala,10970000
1055,3,3,Lahore,12460000
4161,5,4,Islamabad,57480000
1838,4,3,Lahore,23010000
2554,5,5,Multan,16850000
856,2,2,Islamabad,12750000
1843,5,3,Islamabad,26530000
1902,5,2,Lahore,25030000
1299,4,3,Multan,11020000
4014,6,4,Islamabad,51430000
1819,4,3,Lahore,22190000
4875,5,4,Faisalabad,37330000
9500,6,6,Rawalpindi,83750000
1396,3,3,Karachi,16430000
4214,4,5,Multan,27590000
2318,3,2,Rawalpindi,20840000
1412,4,3,Lahore,17010000
1628,5,2,Faisalabad,14070000
1493,3,4,Lahore,19750000
3824,6,4,Rawalpindi,31660000
1835,4,3,Gujranwala,13030000
2005,4,3,Rawalpindi,18180000
3905,6,6,Islamabad,50710000
2794,5,4,Islamabad,40950000
614,3,2,Rawalpindi,6950000
1333,3,2,Karachi,16460000
1540,5,2,Islamabad,23950000
1729,2,4,Islamabad,24710000
2109,6,5,Lahore,27090000
2157,4,4,Lahore,24120000
687,2,1,Lahore,8050000
1520,4,4,Peshawar,15020000
3280,6,3,Faisalabad,23680000
1004,3,3,Karachi,14200000
1762,4,3,Gujranwala,12880000
1729,3,3,Lahore,22600000
1782,3,2,Lahore,19770000
999,1,2,Lahore,10550000
2909,5,3,Multan,19630000
5721,5,4,Gujranwala,33510000
2569,4,2,Lahore,28630000
1982,3,3,Lahore,25880000
726,1,1,Multan,4880000
3050,5,3,Karachi,30560000
2835,5,4,Karachi,32270000
3513,5,3,Lahore,38400000
1968,4,3,Gujranwala,12410000
2886,5,4,Lahore,34460000
2433,5,2,Lahore,29310000
728,2,2,Islamabad,10720000
1421,4,3,Karachi,17960000
1381,3,3,Islamabad,18990000
2657,5,3,Islamabad,35180000
928,2,2,Karachi,10540000
1744,5,3,Karachi,21200000
862,3,2,Peshawar,7810000
1063,1,1,Lahore,12250000
2171,4,2,Lahore,25970000
8551,7,6,Rawalpindi,72230000
6428,5,6,Lahore,73880000
1010,2,1,Karachi,11410000
682,3,2,Rawalpindi,6790000
1523,4,2,Islamabad,21010000
1387,3,2,Islamabad,17630000
1462,2,3,Lahore,17100000
5446,4,5,Multan,33320000
1488,4,3,Gujranwala,10850000
1292,2,1,Rawalpindi,11780000
3155,5,5,Lahore,38130000
1298,4,3,Peshawar,11460000
1205,3,3,Lahore,15780000
1700,4,3,Karachi,19610000
3137,6,4,Islamabad,43250000
2472,5,4,Rawalpindi,22320000
1439,3,3,Islamabad,19790000
5047,5,4,Gujranwala,30660000
2542,4,2,Lahore,28990000
2049,4,3,Islamabad,25900000
1961,3,3,Lahore,24440000
1197,3,3,Multan,9080000
3347,5,5,Islamabad,47210000
1737,3,3,Karachi,19700000
3533,5,4,Karachi,40690000
4811,4,5,Rawalpindi,39880000
984,3,2,Karachi,11810000
2606,5,3,Faisalabad,20130000
3413,4,4,Faisalabad,25160000
7935,7,6,Lahore,97320000
1588,2,3,Multan,11490000
7617,6,5,Islamabad,96720000
2036,4,2,Karachi,21660000
802,3,3,Karachi,10300000
2333,5,3,Karachi,25380000
1325,5,2,Rawalpindi,13350000
1448,2,4,Faisalabad,11890000
919,2,2,Rawalpindi,8220000
2025,4,4,Peshawar,18440000
1230,2,2,Islamabad,18010000
7888,6,6,Rawalpindi,81940000
1014,2,3,Islamabad,14090000
4176,5,4,Multan,27860000
3072,5,5,Rawalpindi,29970000
4036,6,4,Islamabad,53050000
1446,3,3,Faisalabad,12050000
2549,5,4,Islamabad,32680000
811,2,1,Islamabad,10890000
3833,4,6,Rawalpindi,33380000
4169,5,6,Islamabad,56570000
2162,4,3,Peshawar,17990000
961,3,3,Karachi,12290000
1272,3,2,Islamabad,18540000
914,2,1,Karachi,9470000
4225,6,5,Karachi,47320000
1148,4,3,Karachi,14420000
2334,4,2,Islamabad,33240000
1060,2,3,Rawalpindi,11510000
7160,5,7,Faisalabad,52460000
2365,5,5,Karachi,24850000
4112,5,4,Islamabad,58130000
1970,4,2,Islamabad,28250000
5023,6,5,Faisalabad,36990000
799,1,1,Peshawar,5970000
1380,3,3,Multan,10570000
7531,5,6,Lahore,87920000
1291,3,2,Rawalpindi,12150000
2540,4,4,Gujranwala,15690000
2785,5,4,Islamabad,38850000
2087,4,4,Karachi,26570000
2164,4,2,Islamabad,29770000
1029,4,3,Islamabad,16490000
1600,3,4,Lahore,19560000
7263,6,6,Islamabad,102840000
1637,3,3,Multan,11650000
719,2,2,Faisalabad,6450000
1304,3,3,Karachi,15710000
2112,4,2,Lahore,24820000
7993,6,6,Faisalabad,57820000
1796,3,3,Lahore,20780000
1750,3,3,Lahore,18420000
1674,4,2,Islamabad,23680000
2649,6,4,Faisalabad,20350000
1437,4,3,Karachi,17120000
1768,3,3,Lahore,23020000
2097,5,4,Gujranwala,14730000
2201,4,3,Peshawar,20120000
996,3,2,Rawalpindi,9530000
4073,5,5,Islamabad,60180000
4258,4,4,Karachi,44290000
1101,1,2,Lahore,13880000
4172,5,5,Gujranwala,25990000
1650,4,3,Karachi,20040000
6696,6,6,Lahore,85980000
1980,5,5,Lahore,24510000
1914,3,2,Karachi,19800000
1475,2,3,Rawalpindi,13530000
1082,2,3,Karachi,13780000
6474,6,5,Karachi,71000000
